"seqName","region_final","clade"
"EPI_ISL_403644|Yamagata|HA|SouthAmerica|2019-10-23","South America","Y3"
"EPI_ISL_401060|Yamagata|HA|SouthAmerica|2019-09-12","South America","Y3"
"EPI_ISL_386996|Yamagata|HA|SouthAmerica|2019-07-14","South America","Y3"
"EPI_ISL_409514|Yamagata|HA|SouthAmerica|2019-10-16","South America","Y3"
"EPI_ISL_403648|Yamagata|HA|SouthAmerica|2019-10-02","South America","Y3"
"EPI_ISL_94382|Yamagata|HA|SouthChina|2011-04-25","South China","Y2"
"EPI_ISL_94663|Yamagata|HA|SouthChina|2011-05-30","South China","Y2"
"EPI_ISL_93556|Yamagata|HA|SouthChina|2011-03-07","South China","Y1"
"EPI_ISL_88868|Yamagata|HA|SouthChina|2011-01-29","South China","Y1"
"EPI_ISL_94575|Yamagata|HA|SouthChina|2011-03-02","South China","Y1"
"EPI_ISL_94597|Yamagata|HA|SouthChina|2011-03-08","South China","Y1"
"EPI_ISL_100505|Yamagata|HA|SouthChina|2011-09-29","South China","Y1"
"JX266903.1|BY|HA|SouthChina|2011-12-17","South China","Y2"
"EPI_ISL_94559|Yamagata|HA|SouthChina|2011-02-15","South China","Y1"
"EPI_ISL_94620|Yamagata|HA|SouthChina|2011-04-03","South China","Y1"
"EPI_ISL_94609|Yamagata|HA|SouthChina|2011-02-28","South China","Y1"
"JX266914.1|BY|HA|SouthChina|2011-12-28","South China","Y2"
"EPI_ISL_100073|Yamagata|HA|SouthChina|2011-11-17","South China","Y2"
"EPI_ISL_94626|Yamagata|HA|SouthChina|2011-04-12","South China","Y1"
"EPI_ISL_163764|Yamagata|HA|SouthChina|2012-03-21","South China","Y2"
"EPI_ISL_128374|Yamagata|HA|SouthChina|2012-06-21","South China","Y1"
"EPI_ISL_246902|Yamagata|HA|SouthChina|2012-06-13","South China","Y2"
"KR733268.1|BY|HA|SouthChina|2012-01-19","South China","Y2"
"EPI_ISL_127858|Yamagata|HA|SouthChina|2012-06-22","South China","Y3"
"EPI_ISL_126275|Yamagata|HA|SouthChina|2012-02-12","South China","Y3"
"EPI_ISL_123241|Yamagata|HA|SouthChina|2012-01-28","South China","Y2"
"EPI_ISL_246854|Yamagata|HA|SouthChina|2012-06-13","South China","Y2"
"KR733270.1|BY|HA|SouthChina|2012-04-03","South China","Y2"
"JX266905.1|BY|HA|SouthChina|2012-01-14","South China","Y2"
"JX266927.1|BY|HA|SouthChina|2012-01-13","South China","Y2"
"JX266924.1|BY|HA|SouthChina|2012-01-21","South China","Y2"
"EPI_ISL_137205|Yamagata|HA|SouthChina|2012-11-26","South China","Y2"
"EPI_ISL_126307|Yamagata|HA|SouthChina|2012-03-06","South China","Y2"
"EPI_ISL_128363|Yamagata|HA|SouthChina|2012-06-07","South China","Y3"
"EPI_ISL_144826|Yamagata|HA|SouthChina|2013-02-28","South China","Y2"
"EPI_ISL_163771|Yamagata|HA|SouthChina|2013-05-22","South China","Y2"
"EPI_ISL_155591|Yamagata|HA|SouthChina|2013-12-13","South China","Y3"
"EPI_ISL_153285|Yamagata|HA|SouthChina|2013-11-12","South China","Y2"
"EPI_ISL_163765|Yamagata|HA|SouthChina|2013-01-04","South China","Y2"
"EPI_ISL_151773|Yamagata|HA|SouthChina|2013-10-08","South China","Y3"
"EPI_ISL_137203|Yamagata|HA|SouthChina|2013-01-19","South China","Y2"
"EPI_ISL_192875|Yamagata|HA|SouthChina|2013-04-20","South China","Y2"
"EPI_ISL_192866|Yamagata|HA|SouthChina|2013-05-20","South China","Y2"
"EPI_ISL_144825|Yamagata|HA|SouthChina|2013-02-24","South China","Y2"
"EPI_ISL_137250|Yamagata|HA|SouthChina|2013-01-15","South China","Y2"
"EPI_ISL_154040|Yamagata|HA|SouthChina|2013-12-12","South China","Y3"
"EPI_ISL_166768|Yamagata|HA|SouthChina|2013-12-11","South China","Y3"
"EPI_ISL_164879|Yamagata|HA|SouthChina|2013-01-07","South China","Y2"
"EPI_ISL_172618|Yamagata|HA|SouthChina|2014-10-01","South China","Y3"
"EPI_ISL_163778|Yamagata|HA|SouthChina|2014-02-25","South China","Y3"
"KT589338.1|BY|HA|SouthChina|2013-12-31","South China","Y3"
"EPI_ISL_348573|Yamagata|HA|SouthChina|2013-12-30","South China","Y3"
"KU937939.1|BY|HA|SouthChina|2014-05-03","South China","Y3"
"MN795876.1|BY|HA|SouthChina|2014-02-25","South China","Y3"
"MN795867.1|BY|HA|SouthChina|2014-01-02","South China","Y3"
"EPI_ISL_164280|Yamagata|HA|SouthChina|2014-06-04","South China","Y3"
"EPI_ISL_164281|Yamagata|HA|SouthChina|2014-06-05","South China","Y3"
"EPI_ISL_172619|Yamagata|HA|SouthChina|2014-10-01","South China","Y3"
"EPI_ISL_168742|Yamagata|HA|SouthChina|2014-09-11","South China","Y3"
"MN795875.1|BY|HA|SouthChina|2014-03-26","South China","Y3"
"EPI_ISL_168738|Yamagata|HA|SouthChina|2014-09-05","South China","Y3"
"EPI_ISL_172621|Yamagata|HA|SouthChina|2014-10-22","South China","Y3"
"EPI_ISL_218673|Yamagata|HA|SouthChina|2015-12-31","South China","Y3"
"EPI_ISL_210376|Yamagata|HA|SouthChina|2015-11-23","South China","Y3"
"EPI_ISL_193046|Yamagata|HA|SouthChina|2015-02-10","South China","Y3"
"KY888402.1|BY|HA|SouthChina|2015-12-31","South China","Y3"
"EPI_ISL_202573|Yamagata|HA|SouthChina|2015-10-12","South China","Y3"
"KY888393.1|BY|HA|SouthChina|2015-12-31","South China","Y3"
"KY888423.1|BY|HA|SouthChina|2015-12-31","South China","Y3"
"EPI_ISL_207871|Yamagata|HA|SouthChina|2015-09-03","South China","Y2"
"EPI_ISL_217557|Yamagata|HA|SouthChina|2015-12-31","South China","Y3"
"KY888419.1|BY|HA|SouthChina|2015-12-31","South China","Y3"
"KY888425.1|BY|HA|SouthChina|2015-12-31","South China","Y3"
"KT589329.1|BY|HA|SouthChina|2014-12-31","South China","Y3"
"EPI_ISL_212559|Yamagata|HA|SouthChina|2015-12-04","South China","Y3"
"EPI_ISL_178061|Yamagata|HA|SouthChina|2015-02-03","South China","Y3"
"KT589336.1|BY|HA|SouthChina|2014-12-31","South China","Y3"
"EPI_ISL_242437|Yamagata|HA|SouthChina|2016-10-10","South China","Y3"
"MN795848.1|BY|HA|SouthChina|2016-01-23","South China","Y3"
"EPI_ISL_225402|Yamagata|HA|SouthChina|2016-05-11","South China","Y3"
"EPI_ISL_234658|Yamagata|HA|SouthChina|2016-08-05","South China","Y3"
"MN795847.1|BY|HA|SouthChina|2016-01-16","South China","Y3"
"EPI_ISL_232933|Yamagata|HA|SouthChina|2016-07-25","South China","Y3"
"EPI_ISL_242445|Yamagata|HA|SouthChina|2016-11-21","South China","Y3"
"EPI_ISL_225413|Yamagata|HA|SouthChina|2016-05-02","South China","Y3"
"EPI_ISL_242826|Yamagata|HA|SouthChina|2016-11-14","South China","Y3"
"EPI_ISL_348584|Yamagata|HA|SouthChina|2016-01-13","South China","Y3"
"EPI_ISL_225386|Yamagata|HA|SouthChina|2016-03-22","South China","Y3"
"MN795900.1|BY|HA|SouthChina|2016-03-27","South China","Y3"
"EPI_ISL_237689|Yamagata|HA|SouthChina|2016-07-25","South China","Y3"
"EPI_ISL_225408|Yamagata|HA|SouthChina|2016-06-07","South China","Y3"
"EPI_ISL_335203|Yamagata|HA|SouthChina|2017-12-12","South China","Y3"
"EPI_ISL_334862|Yamagata|HA|SouthChina|2017-11-04","South China","Y3"
"EPI_ISL_276798|Yamagata|HA|SouthChina|2017-05-08","South China","Y3"
"EPI_ISL_294988|Yamagata|HA|SouthChina|2017-12-20","South China","Y3"
"EPI_ISL_294983|Yamagata|HA|SouthChina|2017-12-19","South China","Y3"
"EPI_ISL_300986|Yamagata|HA|SouthChina|2017-10-17","South China","Y3"
"EPI_ISL_286107|Yamagata|HA|SouthChina|2017-10-24","South China","Y3"
"EPI_ISL_294982|Yamagata|HA|SouthChina|2017-12-19","South China","Y3"
"EPI_ISL_276666|Yamagata|HA|SouthChina|2017-05-13","South China","Y3"
"MN795859.1|BY|HA|SouthChina|2017-12-02","South China","Y3"
"EPI_ISL_297002|Yamagata|HA|SouthChina|2017-11-14","South China","Y3"
"EPI_ISL_300121|Yamagata|HA|SouthChina|2017-12-19","South China","Y3"
"EPI_ISL_334761|Yamagata|HA|SouthChina|2017-11-24","South China","Y3"
"EPI_ISL_394206|Yamagata|HA|SouthChina|2017-10-30","South China","Y3"
"EPI_ISL_269538|Yamagata|HA|SouthChina|2017-05-10","South China","Y3"
"EPI_ISL_335084|Yamagata|HA|SouthChina|2018-02-22","South China","Y3"
"EPI_ISL_312752|Yamagata|HA|SouthChina|2018-02-15","South China","Y3"
"EPI_ISL_334923|Yamagata|HA|SouthChina|2018-07-20","South China","Y3"
"EPI_ISL_334694|Yamagata|HA|SouthChina|2018-01-02","South China","Y3"
"EPI_ISL_334951|Yamagata|HA|SouthChina|2018-07-12","South China","Y3"
"EPI_ISL_296996|Yamagata|HA|SouthChina|2018-01-03","South China","Y3"
"MT040795.2|BY|HA|SouthChina|2018-01-21","South China","Y3"
"EPI_ISL_309567|Yamagata|HA|SouthChina|2018-03-26","South China","Y3"
"MN795842.1|BY|HA|SouthChina|2018-02-02","South China","Y3"
"EPI_ISL_335019|Yamagata|HA|SouthChina|2018-05-09","South China","Y3"
"EPI_ISL_334693|Yamagata|HA|SouthChina|2018-01-01","South China","Y3"
"EPI_ISL_367121|Yamagata|HA|SouthChina|2018-07-04","South China","Y3"
"EPI_ISL_334810|Yamagata|HA|SouthChina|2018-02-21","South China","Y3"
"EPI_ISL_334743|Yamagata|HA|SouthChina|2018-07-16","South China","Y3"
"EPI_ISL_334797|Yamagata|HA|SouthChina|2018-01-16","South China","Y3"
"EPI_ISL_406105|Yamagata|HA|SouthChina|2019-10-04","South China","Y3"
"EPI_ISL_367165|Yamagata|HA|SouthChina|2019-02-26","South China","Y3"
"EPI_ISL_398598|Yamagata|HA|SouthChina|2019-10-04","South China","Y3"
"EPI_ISL_367164|Yamagata|HA|SouthChina|2019-02-14","South China","Y3"
"EPI_ISL_377194|Yamagata|HA|SouthChina|2019-03-24","South China","Y3"
"EPI_ISL_398597|Yamagata|HA|SouthChina|2019-09-27","South China","Y3"
"EPI_ISL_367337|Yamagata|HA|SouthChina|2019-05-19","South China","Y3"
"EPI_ISL_367119|Yamagata|HA|SouthChina|2019-02-09","South China","Y3"
"EPI_ISL_367336|Yamagata|HA|SouthChina|2019-04-17","South China","Y3"
"EPI_ISL_377195|Yamagata|HA|SouthChina|2019-04-09","South China","Y3"
"EPI_ISL_344379|Yamagata|HA|SouthChina|2018-12-31","South China","Y3"
"MN588814.1|BY|HA|SoutheasternAsia|2011-11-05","South-eastern Asia","Y1"
"OP862647.1|BY|HA|SoutheasternAsia|2011-12-06","South-eastern Asia","Y1"
"EPI_ISL_94809|Yamagata|HA|SoutheasternAsia|2011-01-13","South-eastern Asia","Y1"
"OP925917.1|BY|HA|SoutheasternAsia|2011-12-22","South-eastern Asia","Y1"
"MN588498.1|BY|HA|SoutheasternAsia|2011-07-23","South-eastern Asia","Y1"
"KT359318.1|BY|HA|SoutheasternAsia|2011-12-30","South-eastern Asia","Y2"
"JX513190.1|BY|HA|SoutheasternAsia|2011-02-12","South-eastern Asia","Y1"
"JQ599522.1|BY|HA|SoutheasternAsia|2011-03-14","South-eastern Asia","Y1"
"KF699253.1|BY|HA|SoutheasternAsia|2011-10-08","South-eastern Asia","Y2"
"MN588511.1|BY|HA|SoutheasternAsia|2011-12-03","South-eastern Asia","Y1"
"MN588502.1|BY|HA|SoutheasternAsia|2011-10-08","South-eastern Asia","Y1"
"MN588491.1|BY|HA|SoutheasternAsia|2011-02-12","South-eastern Asia","Y1"
"EPI_ISL_118590|Yamagata|HA|SoutheasternAsia|2011-11-23","South-eastern Asia","Y1"
"MN588830.1|BY|HA|SoutheasternAsia|2011-11-19","South-eastern Asia","Y1"
"MN588488.1|BY|HA|SoutheasternAsia|2011-01-15","South-eastern Asia","Y1"
"MN589006.1|BY|HA|SoutheasternAsia|2012-05-19","South-eastern Asia","Y3"
"JX513094.1|BY|HA|SoutheasternAsia|2012-02-19","South-eastern Asia","Y2"
"EPI_ISL_128733|Yamagata|HA|SoutheasternAsia|2012-06-12","South-eastern Asia","Y3"
"KF699297.1|BY|HA|SoutheasternAsia|2012-05-28","South-eastern Asia","Y3"
"KR073333.1|BY|HA|SoutheasternAsia|2012-03-14","South-eastern Asia","Y3"
"KJ848690.1|BY|HA|SoutheasternAsia|2012-10-01","South-eastern Asia","Y2"
"CY197129.1|BY|HA|SoutheasternAsia|2012-05-31","South-eastern Asia","Y3"
"KR073336.1|BY|HA|SoutheasternAsia|2012-03-19","South-eastern Asia","Y3"
"EPI_ISL_140292|Yamagata|HA|SoutheasternAsia|2012-12-20","South-eastern Asia","Y2"
"MN589078.1|BY|HA|SoutheasternAsia|2012-06-23","South-eastern Asia","Y3"
"MN589022.1|BY|HA|SoutheasternAsia|2012-05-26","South-eastern Asia","Y3"
"OP623223.1|BY|HA|SoutheasternAsia|2012-02-27","South-eastern Asia","Y2"
"MN588934.1|BY|HA|SoutheasternAsia|2012-02-25","South-eastern Asia","Y3"
"KR073364.1|BY|HA|SoutheasternAsia|2012-06-18","South-eastern Asia","Y3"
"CY198617.1|BY|HA|SoutheasternAsia|2013-06-11","South-eastern Asia","Y2"
"OP614997.1|BY|HA|SoutheasternAsia|2013-11-08","South-eastern Asia","Y2"
"CY200313.1|BY|HA|SoutheasternAsia|2013-07-30","South-eastern Asia","Y3"
"EPI_ISL_240658|Yamagata|HA|SoutheasternAsia|2013-11-05","South-eastern Asia","Y2"
"CY198521.1|BY|HA|SoutheasternAsia|2013-03-05","South-eastern Asia","Y2"
"KR073425.1|BY|HA|SoutheasternAsia|2013-04-08","South-eastern Asia","Y2"
"EPI_ISL_166957|Yamagata|HA|SoutheasternAsia|2013-11-21","South-eastern Asia","Y3"
"EPI_ISL_153142|Yamagata|HA|SoutheasternAsia|2013-06-17","South-eastern Asia","Y2"
"CY200177.1|BY|HA|SoutheasternAsia|2013-08-20","South-eastern Asia","Y3"
"EPI_ISL_240659|Yamagata|HA|SoutheasternAsia|2013-11-12","South-eastern Asia","Y2"
"CY200137.1|BY|HA|SoutheasternAsia|2013-08-20","South-eastern Asia","Y2"
"CY200161.1|BY|HA|SoutheasternAsia|2013-08-20","South-eastern Asia","Y2"
"CY198609.1|BY|HA|SoutheasternAsia|2013-06-05","South-eastern Asia","Y3"
"EPI_ISL_166200|Yamagata|HA|SoutheasternAsia|2013-05-21","South-eastern Asia","Y2"
"EPI_ISL_18294835|Yamagata|HA|SoutheasternAsia|2013-11-21","South-eastern Asia","Y3"
"KR073485.1|BY|HA|SoutheasternAsia|2014-04-21","South-eastern Asia","Y3"
"KX059010.1|BY|HA|SoutheasternAsia|2014-04-04","South-eastern Asia","Y2"
"EPI_ISL_169599|Yamagata|HA|SoutheasternAsia|2014-09-01","South-eastern Asia","Y2"
"EPI_ISL_192844|Yamagata|HA|SoutheasternAsia|2014-11-19","South-eastern Asia","Y1"
"KX058978.1|BY|HA|SoutheasternAsia|2014-03-03","South-eastern Asia","Y2"
"KX058958.1|BY|HA|SoutheasternAsia|2014-01-29","South-eastern Asia","Y2"
"KR073483.1|BY|HA|SoutheasternAsia|2014-03-21","South-eastern Asia","Y3"
"OP615006.1|BY|HA|SoutheasternAsia|2014-07-07","South-eastern Asia","Y2"
"KR073489.1|BY|HA|SoutheasternAsia|2014-05-05","South-eastern Asia","Y3"
"OP615001.1|BY|HA|SoutheasternAsia|2014-06-12","South-eastern Asia","Y2"
"EPI_ISL_166178|Yamagata|HA|SoutheasternAsia|2014-03-26","South-eastern Asia","Y3"
"CY201001.1|BY|HA|SoutheasternAsia|2014-02-06","South-eastern Asia","Y3"
"CY201409.1|BY|HA|SoutheasternAsia|2014-05-27","South-eastern Asia","Y3"
"EPI_ISL_169597|Yamagata|HA|SoutheasternAsia|2014-08-25","South-eastern Asia","Y3"
"CY201105.1|BY|HA|SoutheasternAsia|2014-03-26","South-eastern Asia","Y2"
"EPI_ISL_190877|Yamagata|HA|SoutheasternAsia|2015-01-05","South-eastern Asia","Y2"
"EPI_ISL_207582|Yamagata|HA|SoutheasternAsia|2015-10-06","South-eastern Asia","Y3"
"EPI_ISL_190878|Yamagata|HA|SoutheasternAsia|2015-01-05","South-eastern Asia","Y2"
"EPI_ISL_197430|Yamagata|HA|SoutheasternAsia|2015-05-13","South-eastern Asia","Y2"
"EPI_ISL_222283|Yamagata|HA|SoutheasternAsia|2015-11-03","South-eastern Asia","Y3"
"EPI_ISL_213648|Yamagata|HA|SoutheasternAsia|2015-06-23","South-eastern Asia","Y3"
"EPI_ISL_222280|Yamagata|HA|SoutheasternAsia|2015-12-07","South-eastern Asia","Y3"
"KT725711.1|BY|HA|SoutheasternAsia|2015-03-03","South-eastern Asia","Y3"
"OP623269.1|BY|HA|SoutheasternAsia|2015-09-16","South-eastern Asia","Y3"
"EPI_ISL_213655|Yamagata|HA|SoutheasternAsia|2015-07-01","South-eastern Asia","Y3"
"EPI_ISL_213661|Yamagata|HA|SoutheasternAsia|2015-07-27","South-eastern Asia","Y3"
"EPI_ISL_200773|Yamagata|HA|SoutheasternAsia|2015-06-17","South-eastern Asia","Y3"
"EPI_ISL_190875|Yamagata|HA|SoutheasternAsia|2014-12-30","South-eastern Asia","Y2"
"EPI_ISL_212847|Yamagata|HA|SoutheasternAsia|2015-10-22","South-eastern Asia","Y3"
"EPI_ISL_213615|Yamagata|HA|SoutheasternAsia|2015-04-30","South-eastern Asia","Y3"
"EPI_ISL_233197|Yamagata|HA|SoutheasternAsia|2016-02-02","South-eastern Asia","Y3"
"EPI_ISL_233199|Yamagata|HA|SoutheasternAsia|2016-01-19","South-eastern Asia","Y3"
"EPI_ISL_239811|Yamagata|HA|SoutheasternAsia|2016-06-02","South-eastern Asia","Y3"
"OP615028.1|BY|HA|SoutheasternAsia|2016-12-28","South-eastern Asia","Y3"
"EPI_ISL_239074|Yamagata|HA|SoutheasternAsia|2016-08-15","South-eastern Asia","Y3"
"EPI_ISL_226459|Yamagata|HA|SoutheasternAsia|2016-06-20","South-eastern Asia","Y3"
"OP925952.1|BY|HA|SoutheasternAsia|2016-03-18","South-eastern Asia","Y3"
"EPI_ISL_226503|Yamagata|HA|SoutheasternAsia|2016-03-24","South-eastern Asia","Y3"
"EPI_ISL_226495|Yamagata|HA|SoutheasternAsia|2016-04-22","South-eastern Asia","Y3"
"EPI_ISL_226521|Yamagata|HA|SoutheasternAsia|2016-02-10","South-eastern Asia","Y2"
"EPI_ISL_227604|Yamagata|HA|SoutheasternAsia|2016-02-12","South-eastern Asia","Y3"
"EPI_ISL_239080|Yamagata|HA|SoutheasternAsia|2016-08-16","South-eastern Asia","Y3"
"EPI_ISL_227606|Yamagata|HA|SoutheasternAsia|2016-01-29","South-eastern Asia","Y3"
"EPI_ISL_223071|Yamagata|HA|SoutheasternAsia|2016-03-08","South-eastern Asia","Y3"
"OP925951.1|BY|HA|SoutheasternAsia|2016-03-01","South-eastern Asia","Y3"
"EPI_ISL_281373|Yamagata|HA|SoutheasternAsia|2017-07-13","South-eastern Asia","Y3"
"MT803445.1|BY|HA|SoutheasternAsia|2017-10-07","South-eastern Asia","Y3"
"MT803475.1|BY|HA|SoutheasternAsia|2017-10-17","South-eastern Asia","Y3"
"MT803468.1|BY|HA|SoutheasternAsia|2017-11-10","South-eastern Asia","Y3"
"EPI_ISL_288113|Yamagata|HA|SoutheasternAsia|2017-10-02","South-eastern Asia","Y3"
"MT803467.1|BY|HA|SoutheasternAsia|2017-11-02","South-eastern Asia","Y3"
"EPI_ISL_268841|Yamagata|HA|SoutheasternAsia|2017-01-09","South-eastern Asia","Y3"
"EPI_ISL_306120|Yamagata|HA|SoutheasternAsia|2017-09-19","South-eastern Asia","Y3"
"MN589262.1|BY|HA|SoutheasternAsia|2017-07-25","South-eastern Asia","Y3"
"EPI_ISL_292462|Yamagata|HA|SoutheasternAsia|2017-11-23","South-eastern Asia","Y3"
"EPI_ISL_281361|Yamagata|HA|SoutheasternAsia|2017-06-30","South-eastern Asia","Y3"
"MT803447.1|BY|HA|SoutheasternAsia|2017-09-12","South-eastern Asia","Y3"
"EPI_ISL_288117|Yamagata|HA|SoutheasternAsia|2017-10-03","South-eastern Asia","Y3"
"EPI_ISL_283025|Yamagata|HA|SoutheasternAsia|2017-09-15","South-eastern Asia","Y3"
"MT803473.1|BY|HA|SoutheasternAsia|2017-12-14","South-eastern Asia","Y3"
"MT803477.1|BY|HA|SoutheasternAsia|2018-01-11","South-eastern Asia","Y3"
"MT803456.1|BY|HA|SoutheasternAsia|2018-09-05","South-eastern Asia","Y3"
"EPI_ISL_314423|Yamagata|HA|SoutheasternAsia|2018-01-22","South-eastern Asia","Y3"
"EPI_ISL_391620|Yamagata|HA|SoutheasternAsia|2018-12-20","South-eastern Asia","Y3"
"EPI_ISL_329920|Yamagata|HA|SoutheasternAsia|2018-02-19","South-eastern Asia","Y3"
"EPI_ISL_339131|Yamagata|HA|SoutheasternAsia|2018-03-13","South-eastern Asia","Y3"
"EPI_ISL_331602|Yamagata|HA|SoutheasternAsia|2018-02-20","South-eastern Asia","Y3"
"EPI_ISL_315209|Yamagata|HA|SoutheasternAsia|2018-01-05","South-eastern Asia","Y3"
"MN589382.1|BY|HA|SoutheasternAsia|2018-03-09","South-eastern Asia","Y3"
"EPI_ISL_330601|Yamagata|HA|SoutheasternAsia|2018-01-08","South-eastern Asia","Y3"
"EPI_ISL_332041|Yamagata|HA|SoutheasternAsia|2018-03-12","South-eastern Asia","Y3"
"EPI_ISL_333583|Yamagata|HA|SoutheasternAsia|2018-04-30","South-eastern Asia","Y3"
"MN588537.1|BY|HA|SoutheasternAsia|2018-02-22","South-eastern Asia","Y3"
"EPI_ISL_315212|Yamagata|HA|SoutheasternAsia|2018-01-22","South-eastern Asia","Y3"
"EPI_ISL_319699|Yamagata|HA|SoutheasternAsia|2018-03-06","South-eastern Asia","Y3"
"EPI_ISL_391609|Yamagata|HA|SoutheasternAsia|2019-02-13","South-eastern Asia","Y3"
"EPI_ISL_389334|Yamagata|HA|SoutheasternAsia|2019-04-03","South-eastern Asia","Y3"
"EPI_ISL_391600|Yamagata|HA|SoutheasternAsia|2019-01-02","South-eastern Asia","Y3"
"EPI_ISL_395015|Yamagata|HA|SoutheasternAsia|2019-02-28","South-eastern Asia","Y3"
"EPI_ISL_393649|Yamagata|HA|SoutheasternAsia|2019-07-14","South-eastern Asia","Y3"
"EPI_ISL_391613|Yamagata|HA|SoutheasternAsia|2019-02-27","South-eastern Asia","Y3"
"EPI_ISL_407282|Yamagata|HA|SoutheasternAsia|2019-04-24","South-eastern Asia","Y3"
"EPI_ISL_398644|Yamagata|HA|SoutheasternAsia|2019-06-27","South-eastern Asia","Y3"
"EPI_ISL_391615|Yamagata|HA|SoutheasternAsia|2019-02-27","South-eastern Asia","Y3"
"EPI_ISL_389337|Yamagata|HA|SoutheasternAsia|2019-05-02","South-eastern Asia","Y3"
"EPI_ISL_395007|Yamagata|HA|SoutheasternAsia|2019-03-12","South-eastern Asia","Y3"
"EPI_ISL_390794|Yamagata|HA|SoutheasternAsia|2019-01-23","South-eastern Asia","Y3"
"EPI_ISL_370371|Yamagata|HA|SoutheasternAsia|2019-02-12","South-eastern Asia","Y3"
"EPI_ISL_386894|Yamagata|HA|SoutheasternAsia|2019-01-06","South-eastern Asia","Y3"
"EPI_ISL_391616|Yamagata|HA|SoutheasternAsia|2019-02-27","South-eastern Asia","Y3"
"EPI_ISL_100065|Yamagata|HA|SouthernAsia|2011-08-19","Southern Asia","Y1"
"OP678266.1|BY|HA|SouthernAsia|2011-01-21","Southern Asia","Y1"
"EPI_ISL_134510|Yamagata|HA|SouthernAsia|2011-10-01","Southern Asia","Y1"
"OP678261.1|BY|HA|SouthernAsia|2011-01-19","Southern Asia","Y1"
"EPI_ISL_99661|Yamagata|HA|SouthernAsia|2011-05-10","Southern Asia","Y1"
"EPI_ISL_148084|Yamagata|HA|SouthernAsia|2012-09-11","Southern Asia","Y2"
"EPI_ISL_143584|Yamagata|HA|SouthernAsia|2012-12-08","Southern Asia","Y2"
"EPI_ISL_148082|Yamagata|HA|SouthernAsia|2012-09-11","Southern Asia","Y2"
"OP861907.1|BY|HA|SouthernAsia|2012-03-23","Southern Asia","Y1"
"EPI_ISL_132493|Yamagata|HA|SouthernAsia|2012-10-14","Southern Asia","Y3"
"EPI_ISL_148087|Yamagata|HA|SouthernAsia|2012-09-13","Southern Asia","Y2"
"KJ683799.1|BY|HA|SouthernAsia|2012-10-03","Southern Asia","Y2"
"OP861898.1|BY|HA|SouthernAsia|2012-01-22","Southern Asia","Y1"
"OP861910.1|BY|HA|SouthernAsia|2012-11-07","Southern Asia","Y2"
"EPI_ISL_132492|Yamagata|HA|SouthernAsia|2012-09-22","Southern Asia","Y3"
"EPI_ISL_140370|Yamagata|HA|SouthernAsia|2012-12-26","Southern Asia","Y1"
"OP861904.1|BY|HA|SouthernAsia|2012-02-26","Southern Asia","Y1"
"KJ683803.1|BY|HA|SouthernAsia|2012-10-16","Southern Asia","Y2"
"EPI_ISL_143610|Yamagata|HA|SouthernAsia|2012-12-18","Southern Asia","Y2"
"OP678296.1|BY|HA|SouthernAsia|2012-08-06","Southern Asia","Y2"
"EPI_ISL_142871|Yamagata|HA|SouthernAsia|2013-02-12","Southern Asia","Y2"
"EPI_ISL_154585|Yamagata|HA|SouthernAsia|2013-10-27","Southern Asia","Y3"
"EPI_ISL_157024|Yamagata|HA|SouthernAsia|2013-10-22","Southern Asia","Y3"
"EPI_ISL_158696|Yamagata|HA|SouthernAsia|2013-10-12","Southern Asia","Y3"
"KJ683811.1|BY|HA|SouthernAsia|2013-02-05","Southern Asia","Y1"
"EPI_ISL_148762|Yamagata|HA|SouthernAsia|2013-03-23","Southern Asia","Y3"
"EPI_ISL_161907|Yamagata|HA|SouthernAsia|2013-09-20","Southern Asia","Y3"
"EPI_ISL_159054|Yamagata|HA|SouthernAsia|2013-11-23","Southern Asia","Y3"
"EPI_ISL_150545|Yamagata|HA|SouthernAsia|2013-03-28","Southern Asia","Y2"
"OP678288.1|BY|HA|SouthernAsia|2013-11-08","Southern Asia","Y3"
"EPI_ISL_157029|Yamagata|HA|SouthernAsia|2013-05-29","Southern Asia","Y2"
"EPI_ISL_158697|Yamagata|HA|SouthernAsia|2013-10-22","Southern Asia","Y3"
"EPI_ISL_159710|Yamagata|HA|SouthernAsia|2013-10-30","Southern Asia","Y3"
"OP861912.1|BY|HA|SouthernAsia|2013-12-25","Southern Asia","Y3"
"EPI_ISL_158691|Yamagata|HA|SouthernAsia|2013-11-09","Southern Asia","Y2"
"EPI_ISL_169155|Yamagata|HA|SouthernAsia|2014-09-09","Southern Asia","Y3"
"EPI_ISL_175116|Yamagata|HA|SouthernAsia|2014-10-06","Southern Asia","Y3"
"OP678318.1|BY|HA|SouthernAsia|2014-07-09","Southern Asia","Y3"
"EPI_ISL_173957|Yamagata|HA|SouthernAsia|2014-04-06","Southern Asia","Y3"
"EPI_ISL_163830|Yamagata|HA|SouthernAsia|2014-01-20","Southern Asia","Y3"
"OP678321.1|BY|HA|SouthernAsia|2014-07-02","Southern Asia","Y3"
"MH703070.1|BY|HA|SouthernAsia|2014-04-04","Southern Asia","Y3"
"OP678325.1|BY|HA|SouthernAsia|2014-09-26","Southern Asia","Y3"
"KY381593.1|BY|HA|SouthernAsia|2014-11-16","Southern Asia","Y3"
"OP861925.1|BY|HA|SouthernAsia|2014-12-15","Southern Asia","Y3"
